File,Activity,Subject,Trial,A11,A12,A21,A22,A31,A32,A Diff,A Angle,B11,B12,B21,B22,B31,B32,B Diff,B Angle
a6_s6_t4_color.avi,a6,s6,t4,283.08075,103.99104,285.19952,104.04157,283.5322,104.09451,0.5549164,3.18477350318543,312.99347,356.96692,313.17664,356.9926,313.2125,357.01352,0.265625,157.744437905819
a6_s5_t4_color.avi,a6,s5,t4,280.05417,169.98305,276.8334,161.43614,280.94327,171.05766,1.9637146,2.48179758366736,540.0172,134.00443,539.9591,134.01598,539.9577,134.00267,0.061264038,84.7793201831324
a6_s7_t2_color.avi,a6,s7,t2,295.09662,234.0234,303.41397,219.14464,304.08487,272.62915,47.593994,29.9242130009689,266.08243,250.01996,278.5299,237.42859,263.4515,248.19588,4.455002,9.79912576607577
a6_s3_t2_color.avi,a6,s3,t2,301.0057,154.92621,301.35965,154.42606,301.11557,154.65828,0.37779236,11.1400241192954,324.03748,357.03076,324.27792,357.04843,324.09766,357.0008,0.090148926,10.5998260178351
a6_s3_t1_color.avi,a6,s3,t1,275.95862,357.9992,275.02835,358.07834,273.75928,358.08484,2.2849731,175.431395747562,325.95856,357.0256,325.0963,357.0794,323.98328,357.0581,2.007782,175.333091015431
a6_s7_t1_color.avi,a6,s7,t1,260.95004,248.97296,267.753,242.52332,258.99207,251.85255,4.83757,3.32648919336949,302.9441,359.02963,302.50983,359.0283,303.87842,359.02548,0.93847656,0.294224179513359
a6_s6_t1_color.avi,a6,s6,t1,278.88687,104.99208,281.20587,105.104034,281.1077,105.12543,2.3541718,15.0567816197155,318.9322,105.99668,320.22217,105.99499,319.80527,106.00109,0.8774872,0.763614840752853
a6_s4_t2_color.avi,a6,s4,t2,346.9918,251.01117,333.3499,251.48509,347.8754,250.96637,0.92840576,0.056913563754364,262.99786,244.99844,273.24542,244.82126,263.121,245.66273,0.7874298,3.76061750346732
a6_s1_t1_color.avi,a6,s1,t1,286.0412,177.97574,287.95642,177.08293,286.90375,176.74127,2.0970154,42.974776270339,540.0111,134.00752,539.9741,134.10727,539.9338,134.11978,0.18959045,127.575953561973
a6_s5_t3_color.avi,a6,s5,t3,279.92517,170.03542,277.04266,161.15509,279.79666,171.63428,1.7273712,3.25847831238714,559.9901,112.999435,560.02045,113.01323,560.0131,113.01787,0.04144287,56.8000834062909
a6_s2_t3_color.avi,a6,s2,t3,283.14606,214.93425,277.39087,216.83904,288.66016,213.79373,6.6546173,3.19103149292791,333.99625,300.00726,335.89865,264.90613,330.0912,298.9004,5.0119324,6.59239582546685
a6_s5_t2_color.avi,a6,s5,t2,279.97446,170.07797,279.96213,166.40588,281.00302,172.37148,3.3220673,9.70510125141152,539.97485,133.95657,539.96936,133.99368,539.99866,133.99503,0.06225586,84.2040816905219
a6_s2_t2_color.avi , a6,s2,t2 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a6_s8_t4_color.avi,a6,s8,t4,326.955,357.02124,326.91577,357.05005,327.14838,357.05258,0.22473145,36.9260319782322,274.001,357.98157,274.08545,357.9853,274.0976,358.01877,0.13378906,112.465756563915
a6_s4_t3_color.avi,a6,s4,t3,261.89813,245.03058,274.59308,245.09753,262.1897,246.32458,1.5855713,5.9519975487044,281.9301,358.01498,282.69824,358.00528,281.81876,358.07516,0.1715393,3.81948248318033
a6_s6_t3_color.avi,a6,s6,t3,280.00134,105.99156,280.62906,106.07684,281.00153,105.98819,1.0035553,158.874908541845,270.95126,357.97543,271.04294,358.01807,270.58847,358.01102,0.39837646,24.0519372328299
a6_s5_t1_color.avi,a6,s5,t1,278.92538,170.03462,278.9849,169.76378,279.71976,170.05986,0.8196106,80.4471740166216,539.0279,114.00314,539.00195,113.983795,538.9899,113.96524,0.0758667,159.662907090699
a6_s2_t4_color.avi,a6,s2,t4,320.01865,212.98038,320.3568,211.00249,311.3092,213.91904,9.648102,62.4307607970175,389.01617,237.96867,389.02072,237.99796,389.03802,238.01659,0.06976318,145.942611445083
a6_s1_t4_color.avi,a6,s1,t4,38.988617,135.99466,534.96716,315.95792,534.9777,315.9651,675.95953,165.759049166496,593.994,178.99713,38.98095,136.03654,38.975754,136.06609,597.9493,95.5489211683735
a6_s8_t1_color.avi,a6,s8,t1,327.95816,356.94797,327.89767,357.03976,327.7589,356.96594,0.21722412,95.3683317977599,47.01166,163.95615,47.017544,164.01385,46.9834,163.99507,0.06718826,55.364468943642
a6_s8_t2_color.avi,a6,s8,t2,271.0166,282.98196,271.9008,253.59648,274.5303,280.0252,6.470459,7.40538332565152,327.051,356.97897,326.90784,357.02917,326.9434,356.97745,0.10913086,36.1743331198159
a6_s2_t1_color.avi,a6,s2,t1,346.05127,250.9909,332.46848,250.26508,343.35657,251.43379,3.1375885,3.06766293430635,320.021,213.00229,322.34012,210.71893,320.25458,212.88925,0.34661865,1.58637215199567
a6_s8_t3_color.avi , a6,s8,t3 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a6_s7_t4_color.avi,a6,s7,t4,289.01886,230.00761,285.61325,204.53122,283.72583,212.43233,22.868317,21.0490587145038,343.0105,250.02998,331.11646,247.32828,339.71262,247.34883,5.9790344,12.6604574492599
a6_s3_t3_color.avi,a6,s3,t3,300.95245,154.98238,301.13358,155.10442,301.18408,154.44499,0.76901245,60.4077769583476,273.98703,357.9719,274.65466,357.9651,274.69565,357.97018,0.71032715,172.327752406142
a6_s3_t4_color.avi,a6,s3,t4,300.9741,154.0419,301.08313,154.70688,300.8879,154.47025,0.51452637,30.2102466836991,46.02745,162.98438,46.007042,163.00926,46.001312,163.04099,0.08274841,150.884711644094
a6_s1_t2_color.avi,a6,s1,t2,348.7848,288.078,335.9725,255.59277,337.96082,255.71739,43.184586,64.8892006193041,286.90103,176.99428,287.0416,176.98402,287.0947,176.92403,0.26391602,135.682540413927
a6_s4_t4_color.avi,a6,s4,t4,263.0815,244.9695,272.78107,228.85852,269.6629,242.98006,8.570831,18.5982543569802,282.01642,358.02252,281.95154,358.0632,282.56598,357.98337,0.5887146,24.6847344487538
a6_s1_t3_color.avi,a6,s1,t3,256.62646,300.86264,258.9174,250.57121,258.99506,250.5263,52.704926,122.644369280146,349.22778,286.98596,345.55975,255.45529,345.71243,255.42982,35.071487,92.834236896695
a6_s6_t2_color.avi,a6,s6,t2,280.07462,105.998314,280.27838,106.11532,281.53107,106.09618,1.5543213,149.260025802707,320.04105,106.00544,319.45282,106.05827,320.60956,105.99635,0.5775986,2.06830256601359
a14_s6_t4_color.avi,a14,s6,t4,258.83792,308.88477,258.05475,274.24127,259.24615,274.4559,34.837097,78.4927375102205,388.96924,236.98907,369.9851,241.27998,371.54922,240.30852,20.739456,19.1078794727646
a14_s5_t1_color.avi,a14,s5,t1,284.23737,169.88539,292.84094,165.95615,285.43973,172.82123,4.138199,18.3016818611578,302.0961,357.99445,305.6432,357.94107,301.9067,356.20227,1.9815674,25.8173800440203
a14_s4_t4_color.avi,a14,s4,t4,46.000984,150.01196,45.964252,149.96896,534.98,315.99255,654.9596,30.7420603648996,539.9431,134.01106,540.01404,134.02472,280.34717,357.99783,483.5827,51.6783324318739
a14_s1_t2_color.avi,a14,s1,t2,388.98074,236.99753,342.9849,173.24474,321.36572,174.10828,130.50427,123.522027231608,46.010906,163.0069,45.98091,163.00569,45.97118,163.00989,0.04271698,154.37274563623
a14_s1_t1_color.avi,a14,s1,t1,388.98087,236.99898,336.62848,177.36464,318.84552,181.12355,126.01077,119.344241445759,559.0144,113.01277,558.99774,113.009575,559.0113,112.99847,0.017417908,50.2058053578437
a14_s6_t1_color.avi,a14,s6,t1,316.9432,107.04177,316.4034,107.16184,325.0335,117.78213,18.830658,63.4431601986402,288.91946,358.05127,287.66925,358.0769,286.22592,358.08014,2.722412,178.953750619792
a14_s3_t2_color.avi,a14,s3,t2,389.03415,237.05066,350.46246,202.70526,371.14154,245.86154,26.703491,22.7149544541262,45.970165,163.01688,45.98315,163.03677,45.99424,163.04602,0.05321884,162.95177688468
a14_s2_t2_color.avi,a14,s2,t2,261.5519,295.0438,358.79196,219.96658,311.25885,212.1318,132.61893,47.0308370017824,388.99255,237.01259,366.4088,208.36597,318.43933,224.37717,83.188644,109.792776806965
a14_s5_t2_color.avi,a14,s5,t2,388.99634,237.03319,388.98593,237.06424,376.60663,243.64485,19.001373,136.52210856182,45.99548,162.98975,46.03056,162.99272,46.0356,162.98088,0.048984528,108.205434249352
a14_s3_t4_color.avi,a14,s3,t4,388.9737,236.99765,388.9547,236.99658,368.6451,244.54024,27.87117,156.402691297672,559.99445,111.992966,559.9785,111.98401,560.02985,111.9582,0.07016754,56.041678028202
a14_s8_t2_color.avi,a14,s8,t2,388.96957,237.99544,384.47003,203.44196,348.24823,203.29134,75.425446,97.6575361289456,46.990044,163.9977,46.98676,164.03343,46.970768,164.03583,0.05740738,103.771295132144
a14_s4_t2_color.avi,a14,s4,t2,561.0246,134.99501,561.00757,135.00093,45.96869,149.95644,530.01733,162.492221767554,540.02075,134.00671,540.0348,133.98048,282.87137,358.2983,481.44098,20.74708753045
a14_s3_t3_color.avi,a14,s3,t3,389.00504,237.02861,389.13965,231.23344,267.6026,234.43015,124.0009,87.1626817376547,40.008297,170.98961,40.010105,171.02135,39.97921,171.01338,0.05286026,72.2827174428039
a14_s5_t3_color.avi,a14,s5,t3,389.02066,237.99257,388.99963,238.01755,366.96576,244.47156,28.53389,146.416127649573,45.98189,162.97684,45.99399,162.97845,46.01696,163.02925,0.08748245,121.944287748845
a14_s7_t2_color.avi,a14,s7,t2,388.98453,238.01965,325.35333,184.16025,330.57098,245.26587,65.65976,44.8738929567979,46.99924,164.03217,47.025,163.9723,47.008533,163.96576,0.07569885,88.3932694530405
a14_s1_t3_color.avi,a14,s1,t3,389.00052,237.01459,361.48538,184.61818,343.68042,202.2368,80.097885,73.0068841240335,45.974907,162.99915,45.99125,163.01309,45.991226,162.9711,0.04436493,49.491061748884
a14_s6_t2_color.avi,a14,s6,t2,389.00586,236.99728,368.46408,245.05899,370.86975,245.0223,26.161118,20.5537736773034,559.029,113.00325,559.00696,113.00182,558.98944,113.01538,0.05168152,138.556982356764
a14_s2_t3_color.avi,a14,s2,t3,388.98096,238.0069,388.98575,237.9889,321.6318,207.51454,97.84151,99.4311585289898,559.98505,113.001564,560.0033,112.98975,560.00714,112.97403,0.04962921,136.650730142973
a14_s1_t4_color.avi,a14,s1,t4,389.02097,236.97923,351.8475,186.77757,336.89954,247.04771,62.18991,50.4485222350958,559.9677,112.969345,559.9746,112.96682,559.99225,112.98927,0.04446411,108.04270042237
a14_s6_t3_color.avi,a14,s6,t3,266.82593,227.95502,259.6209,298.84445,264.42938,285.72083,60.162354,14.3192686434226,389.01584,237.01395,374.31302,241.56635,374.38324,241.04076,18.659409,65.1861351144523
a14_s4_t1_color.avi,a14,s4,t1,342.95575,251.03174,348.37866,240.69038,317.21603,192.44708,84.32437,119.467563630252,389.00806,237.98677,389.02707,238.03392,336.95343,246.85168,60.91954,77.6497979989249
a14_s5_t4_color.avi,a14,s5,t4,389.0382,238.00659,389.02988,238.00554,364.31888,244.15135,30.86409,158.830975020634,559.98535,112.99716,559.96326,113.001595,560.0032,113.02145,0.04210663,37.786439132384
a14_s7_t4_color.avi,a14,s7,t4,276.6985,230.97089,319.5319,219.88268,309.87515,211.27248,52.875076,56.2344904215255,281.6909,235.98407,317.89392,218.86253,311.02454,213.30687,52.01085,64.2753658231648
a14_s8_t4_color.avi,a14,s8,t4,313.01648,357.95496,315.41223,358.3952,291.26468,322.51068,57.196075,45.6498680640879,302.09354,178.95323,307.54352,176.40607,307.1994,131.84338,52.215714,114.607603513484
a14_s2_t4_color.avi,a14,s2,t4,263.8721,208.87964,269.41702,222.01312,219.96681,168.36081,84.42412,19.7767709306404,314.67227,289.81448,304.94223,262.95737,310.2353,215.18126,79.070206,153.763150008917
a14_s3_t1_color.avi,a14,s3,t1,388.97388,236.99196,388.9618,236.98457,336.48956,244.28111,59.773468,140.653921349538,559.99286,112.03206,560.01587,112.02466,560.0319,112.010956,0.060165405,157.344252742878
a14_s7_t1_color.avi,a14,s7,t1,389.0197,238.00587,322.7351,210.42636,316.56302,197.81816,112.64441,138.674208348396,560.0013,112.96381,560.01166,112.97029,560.0155,113.00148,0.051887512,129.003474244166
a14_s8_t1_color.avi,a14,s8,t1,389.0156,238.0145,392.27048,205.4149,347.6272,248.57297,51.94687,40.2673435813186,560.01984,113.00565,560.0178,112.98529,559.9962,113.027954,0.045921326,32.5083244478876
a14_s8_t3_color.avi,a14,s8,t3,311.00406,358.03595,311.84183,358.61887,300.71542,328.6978,39.62677,34.7718563971853,389.04755,237.96991,385.0034,201.44109,369.90997,247.34137,28.509033,24.5200103856616
a14_s4_t3_color.avi,a14,s4,t3,346.99512,250.99805,344.01096,247.22171,310.75577,184.85533,102.382065,169.750862408866,343.0054,295.0448,387.3517,227.50072,318.5472,243.07686,76.42613,43.9571964666771
a14_s2_t1_color.avi,a14,s2,t1,389.01877,237.03122,374.44125,226.9341,322.11432,167.49869,136.43698,166.069116602414,560.02954,113.006065,560.015,113.00553,559.99493,112.99915,0.041519165,164.484147494342
a14_s7_t3_color.avi,a14,s7,t3,388.97476,237.99301,388.99124,238.00417,329.03055,243.6105,65.56171,39.4338215460012,46.985214,163.99484,46.994698,163.95511,46.994026,163.95816,0.04549408,1.01625269260606
a25_s5_t2_color.avi,a25,s5,t2,279.86322,167.95427,277.7106,189.2204,281.29562,243.2558,76.73393,170.424288657518,46.025578,176.01363,46.01197,176.02771,45.980896,176.02747,0.05852127,133.56332333808
a25_s2_t3_color.avi , a25,s2,t3 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a25_s3_t1_color.avi,a25,s3,t1,300.9777,152.03056,300.65985,159.32617,301.0595,215.43811,63.489365,177.097413938841,45.98975,174.95416,46.010777,174.94165,46.013294,174.92041,0.057296753,127.51539229988
a25_s4_t4_color.avi,a25,s4,t4,291.12692,196.94272,288.0542,223.56721,291.33417,248.86137,52.1259,166.028161144795,286.11935,203.93175,284.1975,228.844,288.2535,253.60042,51.802826,166.284226833709
a25_s8_t3_color.avi,a25,s8,t3,261.10187,248.95116,264.0062,248.88948,263.97427,248.84978,2.9737854,52.4173699936499,46.00424,176.0073,46.014122,175.97467,46.033974,175.96933,0.06769943,121.912669931884
a25_s7_t2_color.avi,a25,s7,t2,279.12726,233.99992,280.68137,283.8467,287.5559,288.3871,62.81581,125.229020731079,298.14615,224.03148,298.6161,274.04636,303.27127,279.58832,60.68196,140.508475527751
a25_s6_t1_color.avi , a25,s6,t1 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a25_s2_t4_color.avi,a25,s2,t4,318.01514,208.00392,319.92953,253.0116,319.4258,253.62126,47.028015,137.999872656698,389.00598,237.02226,388.98724,237.023,389.03452,237.00293,0.04786682,20.7612049756997
a25_s2_t1_color.avi , a25,s2,t1 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a25_s7_t1_color.avi , a25,s7,t1 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a25_s1_t1_color.avi,a25,s1,t1,288.15863,175.89392,286.27036,221.38647,296.672,245.59425,78.2137,154.370854914443,540.00543,133.98865,539.9842,133.97868,539.97046,133.98547,0.038146973,128.558456685597
a25_s6_t2_color.avi,a25,s6,t2,269.18283,106.05846,278.4004,161.45543,290.25925,195.91013,110.928085,170.454176670196,593.9877,178.96436,594.0208,179.00237,594.0549,179.00128,0.10412598,129.264475671241
a25_s1_t3_color.avi,a25,s1,t3,285.98465,176.02759,287.35938,200.68915,293.97592,246.26514,78.22882,174.930277719517,40.0061,170.99362,40.007984,170.98976,40.016792,170.96631,0.03800583,174.565683212936
a25_s1_t2_color.avi,a25,s1,t2,288.02054,176.02249,287.9417,213.7248,292.9123,245.8126,74.68187,171.074750252052,388.9709,236.99492,389.01443,237.03314,389.00104,237.03993,0.075164795,68.1513546696926
a25_s7_t3_color.avi,a25,s7,t3,275.02628,230.14081,278.10043,281.97546,286.41898,284.71698,65.96887,111.634573408174,296.04034,224.13866,298.6762,277.09296,304.39417,281.07675,65.291916,127.715183139388
a25_s5_t4_color.avi , a25,s5,t4 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a25_s4_t1_color.avi,a25,s4,t1,301.05304,153.83252,301.1178,162.0412,301.3659,210.77547,57.255814,179.838954452405,289.50256,196.19676,290.76932,203.53406,292.2747,247.26443,53.839798,172.176213091671
a25_s4_t3_color.avi,a25,s4,t3,285.98233,202.98015,283.9776,219.2806,288.5209,252.53679,52.095215,165.209307955636,538.94824,113.0178,538.9608,113.00142,538.9913,113.00053,0.060302734,129.187999016023
a25_s5_t3_color.avi , a25,s5,t3 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a25_s2_t2_color.avi,a25,s2,t2,317.16132,209.02132,320.05142,247.77646,318.50555,254.33096,46.653885,162.464554035705,40.014507,170.9854,40.030437,170.9921,40.00664,171.0165,0.038963318,68.5231597360052
a25_s3_t2_color.avi,a25,s3,t2,300.97095,152.00023,301.0112,180.15459,300.89294,217.13948,65.217255,179.734223476052,389.00555,237.04657,389.0018,237.0383,388.95963,236.99968,0.092819214,156.892483100323
a25_s8_t1_color.avi,a25,s8,t1,343.95917,281.04355,339.77164,288.6844,337.42017,322.80072,48.296173,155.218114894513,46.00563,176.0245,46.02687,175.99054,46.03642,175.9665,0.08878708,169.648743543226
a25_s5_t1_color.avi , a25,s5,t1 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a25_s4_t2_color.avi,a25,s4,t2,301.01053,154.00845,301.0734,165.47066,301.57425,211.33049,57.885757,179.688670134384,290.05774,197.04166,290.57956,207.61247,295.75418,246.88316,55.53795,175.319605188978
a25_s3_t3_color.avi,a25,s3,t3,301.01584,153.93413,301.02402,172.38956,301.4452,216.34448,62.839706,179.476255297821,539.99854,134.01257,539.9865,134.03627,539.94495,134.0614,0.10241699,148.061695976444
a25_s6_t3_color.avi,a25,s6,t3,266.59155,106.10318,284.39606,136.70187,294.24875,195.55771,117.111725,159.309501317687,544.95105,180.01872,544.9423,179.99117,544.98737,179.97527,0.07977295,91.8679231805891
a25_s8_t2_color.avi,a25,s8,t2,341.9844,281.94104,335.82062,295.6016,330.218,312.5848,42.410187,173.971931600196,42.983242,177.00993,42.992855,176.99675,43.022533,176.98262,0.066604614,151.557054972148
a25_s6_t4_color.avi,a25,s6,t4,273.97668,105.95385,278.70367,146.43904,288.09555,199.55624,107.72126,176.632573527441,388.9826,236.95615,389.0246,237.00894,389.03275,237.03633,0.13032532,158.069487498846
a25_s7_t4_color.avi,a25,s7,t4,279.01672,234.071,281.7064,293.14584,287.5084,289.48895,63.909622,60.3844202116184,317.0244,218.04993,317.56543,255.84894,315.4269,256.64478,40.192352,109.592439009927
a25_s3_t4_color.avi,a25,s3,t4,301.007,151.99718,300.86102,183.20444,301.50906,215.04732,63.552216,178.566176846342,539.02704,112.98065,538.9868,112.97781,538.98627,113.006454,0.0665741,87.0625881553377
a25_s1_t4_color.avi,a25,s1,t4,290.12473,175.94246,287.13535,218.6139,296.2103,246.65636,76.79947,158.060307739224,389.01517,237.00584,388.98663,237.0162,388.99213,237.05429,0.07148743,101.748824339658
a25_s8_t4_color.avi,a25,s8,t4,315.9614,135.96472,317.41974,226.54678,314.60703,217.57382,82.96347,16.482043784978,344.8593,282.97614,338.4666,305.58478,333.8646,323.52826,51.546844,178.596313458913
a12_s4_t2_color.avi,a12,s4,t2,322.95404,357.03928,321.15115,357.12317,324.39902,329.33307,29.151184,80.6698177962284,263.81723,245.02042,269.6091,244.68542,264.52783,226.54494,19.18608,77.6622942717307
a12_s6_t1_color.avi,a12,s6,t1,287.3367,136.98439,310.61627,153.09508,292.40747,185.32857,53.414948,95.2230257059588,288.0258,357.97638,292.58438,357.62897,282.91083,368.91306,16.051636,45.0362722651216
a12_s4_t3_color.avi,a12,s4,t3,317.08395,357.0304,320.21545,357.10138,314.71313,362.02335,7.3637695,43.1119924181834,274.17325,357.99347,274.99466,358.38306,276.12552,357.7832,2.1625366,126.682178341784
a12_s6_t2_color.avi,a12,s6,t2,283.63214,130.09888,303.4718,137.59012,299.54388,239.9829,125.79576,108.489133306487,46.003956,163.02536,45.996807,163.00768,45.975155,163.05765,0.061088562,45.4361649877078
a12_s1_t1_color.avi,a12,s1,t1,337.14075,278.0481,329.87823,270.3829,350.8502,316.07104,51.73239,18.7985408291291,281.17252,179.04056,304.50143,193.45439,294.647,205.17606,39.609985,81.6561087668726
a12_s2_t4_color.avi,a12,s2,t4,325.29538,252.91653,337.51755,253.6571,324.79758,209.56276,43.851578,70.4411984674885,269.32108,193.41353,305.60867,209.68448,296.59598,197.10966,30.971039,30.2189195059973
a12_s1_t2_color.avi,a12,s1,t2,340.9631,277.019,347.3956,289.03098,322.85834,352.4939,93.57965,130.692159276091,282.9448,178.08176,305.26743,187.62843,306.04874,220.3401,65.36229,114.523083139565
a12_s3_t3_color.avi,a12,s3,t3,302.93964,159.18082,306.06607,168.83572,305.21442,218.99745,62.091415,161.084424823995,279.05923,358.0019,279.23148,357.962,270.13004,358.47092,9.398224,9.83793892627296
a12_s1_t3_color.avi,a12,s1,t3,346.4803,284.1585,320.14697,321.6645,329.86163,303.7147,36.174835,6.65026632432785,288.73117,178.98654,293.9672,213.24794,296.60953,194.90063,23.79245,16.8842967763901
a12_s5_t3_color.avi,a12,s5,t3,287.00943,171.02946,303.49872,170.20668,290.95618,171.3724,4.289688,2.45341228325355,539.97406,134.0174,540.0238,133.9991,540.0117,133.99252,0.06253052,48.7477637959411
a12_s3_t2_color.avi,a12,s3,t2,300.91092,158.09402,303.53812,171.01703,302.5545,218.69742,62.24698,167.326786612387,276.79865,357.96896,279.9721,357.87,269.92688,358.37015,7.272949,1.06425640197357
a12_s7_t2_color.avi,a12,s7,t2,319.235,210.9549,327.7667,216.93704,286.66373,220.48105,42.097412,39.9648570408408,323.07513,356.9828,323.15793,357.14886,337.88208,361.04803,18.872192,131.329930059299
a12_s7_t4_color.avi,a12,s7,t4,301.04694,358.00003,300.16058,356.88126,275.68237,304.2688,79.095795,166.562300852286,388.9745,237.99736,389.0237,238.00075,389.04086,238.01474,0.08375549,144.727838316539
a12_s4_t4_color.avi,a12,s4,t4,315.08755,358.01733,318.61844,358.07684,311.1967,337.27725,24.63095,69.3969110767496,272.18195,358.00717,275.81943,358.14136,271.90207,357.99872,0.28833008,0.023317735045499
a12_s2_t1_color.avi,a12,s2,t1,297.00534,359.0202,306.08136,371.66885,312.54318,364.2302,20.747833,76.6414954329527,41.01127,172.02579,41.019516,171.98994,41.024414,171.99268,0.04625702,73.8126386715784
a12_s8_t4_color.avi,a12,s8,t4,331.01758,356.9576,332.8436,357.3669,322.98996,405.42468,56.49469,91.0468261703777,279.95404,357.98398,272.1628,358.72385,276.11273,358.0225,3.8798218,4.64403390549932
a12_s8_t2_color.avi,a12,s8,t2,329.98203,356.9936,333.40936,357.12198,326.97382,312.18463,47.81717,79.704712642859,275.96637,357.9352,275.25528,358.00992,258.24792,358.8202,18.603424,176.730117710654
a12_s2_t2_color.avi,a12,s2,t2,280.00916,209.03036,299.49466,223.51869,312.31152,173.65163,67.68111,67.7817810941454,297.01175,357.99637,306.2704,372.29224,330.4465,361.08075,36.519135,98.0497316534227
a12_s4_t1_color.avi,a12,s4,t1,301.98557,159.97594,306.7075,173.21408,303.4511,188.00688,29.49649,147.954476477875,324.98544,356.99155,324.36475,357.1821,328.45142,361.3611,7.835541,62.7063933019806
a12_s6_t3_color.avi,a12,s6,t3,283.45377,131.15353,300.83508,144.3088,287.7754,216.48631,89.6544,116.864672634384,42.99674,177.00125,43.010494,176.9685,43.000336,176.97052,0.03432846,55.9987721056157
a12_s8_t3_color.avi,a12,s8,t3,331.14166,356.99017,332.04282,357.38873,332.41324,392.97922,37.26062,114.45501433422,280.1313,358.00034,271.5308,359.1745,272.57968,358.67413,8.225403,17.7290686746306
a12_s5_t4_color.avi,a12,s5,t4,286.04343,170.95068,304.323,173.7389,295.44315,172.79457,11.243607,2.60215656221982,539.98303,134.01993,539.97626,134.00237,539.9881,133.97368,0.051315308,136.476634761794
a12_s5_t2_color.avi,a12,s5,t2,290.2217,171.00471,304.48315,183.34026,293.43472,172.18779,4.3960876,4.41005176496858,46.025314,163.00404,46.00982,163.0396,46.00302,162.97148,0.054855347,29.2484999611697
a12_s7_t1_color.avi,a12,s7,t1,287.93314,225.05867,291.52344,226.26772,285.46518,311.69708,89.10637,104.554754002155,320.94983,210.9942,325.28442,211.96057,308.7853,279.4101,80.580414,88.8227327902025
a12_s1_t4_color.avi,a12,s1,t4,302.00638,179.88562,322.85638,192.87585,318.0944,211.81064,48.01303,107.807448894353,559.9885,113.005104,559.9675,112.99833,559.975,112.97156,0.047096252,92.3400844041366
a12_s3_t1_color.avi,a12,s3,t1,315.05194,358.04874,321.0761,357.93774,322.2218,357.90027,7.318329,179.182272637003,273.05777,357.97595,279.03363,357.81573,278.88687,358.13043,5.9835815,63.4622381752156
a12_s6_t4_color.avi,a12,s6,t4,315.0675,288.9905,329.40326,279.7411,332.86404,370.91443,99.72046,59.3437219189907,268.26172,154.01605,292.23392,161.34875,280.45038,194.63019,52.802795,87.511125719527
a12_s7_t3_color.avi,a12,s7,t3,301.07965,160.99922,304.41266,173.00723,303.2184,187.33064,28.470184,159.721057094237,300.21033,357.97348,300.2106,367.92868,304.60675,355.2445,7.1253967,19.1171412295451
a12_s2_t3_color.avi,a12,s2,t3,355.0357,251.04358,352.6503,251.08841,315.34778,215.75195,74.97955,135.473737768851,332.3778,211.09071,335.40326,212.79675,312.42404,217.4866,26.349655,40.9535969538071
a12_s3_t4_color.avi,a12,s3,t4,300.97366,158.04947,303.0142,168.22102,303.32,207.03448,51.33136,169.107837555749,322.0265,357.97485,326.1019,357.9071,329.10452,364.12094,13.224121,114.838183274225
a12_s8_t1_color.avi,a12,s8,t1,302.05487,142.0068,305.29236,150.551,302.9699,182.17838,41.08661,155.047967902564,276.1905,358.0062,272.7663,358.23962,249.39423,358.63126,27.421326,177.060067605373
a12_s5_t1_color.avi,a12,s5,t1,278.5521,172.97847,298.81058,173.379,300.0303,170.49803,23.958649,111.813901864233,539.0156,113.9882,539.0049,114.01892,539.0472,113.98312,0.036628723,30.4864149745728
a27_s6_t4_color.avi,a27,s6,t4,274.4235,106.08133,278.04257,106.24137,285.76584,186.63757,91.89859,98.0193508438002,388.9913,236.96939,398.0552,241.10315,398.03125,241.2566,13.327164,105.643385400033
a27_s7_t1_color.avi,a27,s7,t1,310.10974,223.06764,306.13354,246.93561,307.25665,215.51357,10.407166,7.41109901172954,301.031,358.01495,301.63617,365.35663,303.77832,361.87817,6.6105347,36.3383380889874
a27_s2_t3_color.avi , a27,s2,t3 ,,,,,,,,,,,,,,,,
None,,,,,,,,,,,,,,,,,,,
a27_s8_t3_color.avi,a27,s8,t3,388.99854,237.01067,389.00684,237.00519,362.39175,245.50652,35.10263,15.707462304385,45.989857,163.03207,45.993282,163.00455,46.015076,162.98732,0.06997299,135.419329631642
a27_s4_t4_color.avi,a27,s4,t4,341.93576,250.9605,344.69504,248.2218,314.69592,203.28218,74.91815,101.060686677817,303.01968,358.98584,303.95273,361.2208,305.4137,347.66592,13.713928,28.8111570983551
a27_s7_t4_color.avi,a27,s7,t4,291.81693,233.02647,292.08807,232.02289,313.6966,266.95273,55.805923,46.8612095600076,300.87817,358.0246,301.02377,356.8715,303.51947,344.6597,16.006195,175.646102185049
